Dates,SPX-INDEX,ED,PFE,ORCL,TMO,MS,HBAN,MCK,PSA,HAL,INTC,AEP,BEN,MAR,QCOM,YUM,KMB,TFC,DTE,SLB,IP,GEN,STT,AMGN,MCHP,MRK,WHR,SJM,NUE,AKAM,VRSN,CNP,BMY,HPQ,NTAP,ORLY,SNA,K,MAS,C,WFC,HON,ADI,T,GL,HST,IPG,RF,CAG,EMN,PGR,PLD,UNP,RL,AON,AEE,CSCO,PNW,COR,CMI,COF,WY,BALL,AMAT,PPL,EQR,LH,FDX,ADSK,CMS,GS,WM,IFF,AES,J,CI,MKC,GWW,PPG,WBA,JCI,CINF,DRI,PEG,NEM,USB,BAX,MMM,XEL,LLY,MSFT,BBWI,PHM,BAC,ROP,DVA,IRM,OMC,CVS,ECL,EMR,COST,GE,AVY,CTAS,SO,APD,FITB,WAT,LEN,DE,WEC,PWR,NSC,KO,ADP,KEY,ADBE,RVTY,NEE,KR,APH,IVZ,ADM,EXPD,SCHW,FE,TT,RSG,MU,DHI,NI,ETN,DGX,SEE,PCAR,CCL,SRE,GLW,DIS,SWK,BKNG,JNJ,VZ,TXN,ITW,CPB,UNH,HAS,AMT,BK,TRV,CAT,BSX,NKE,PAYX,EG,TROW,DOV,HD,MDT,PEP,EFX,BDX,AFL,F,EXC,CHRW,SPG,ALL,XRAY,ETR,HUM,SHW,CMCSA,ZION,EIX,ABT,IBM,CAH,SYY,NVDA,LUV,GILD,AIG,LOW,ES,L,MMC,EL,SYK,DHR,ROK,PNC,TGT,BXP,MCD,PH,CMA,WMT,TSN,MTB,MSI,GIS,KLAC,CTSH,EA,BIIB,WDC,VFC,AZO,D,HIG,FCX,CLX,CL,JPM,GPC,AAPL,CSX,PG,NTRS,VMC,TJX,BBY,HSY,DUK,MCO,EBAY,AXP,FI,BRK-B
2009-05-15,882.8800048828125,19.426,8.2648,15.1421,33.5141,19.732,2.9789,34.0689,36.5462,16.9627,9.8299,14.1002,12.0759,17.4127,28.1629,17.9692,29.3148,13.4632,14.5894,37.1673,6.9148,5.6368,28.3919,34.9117,6.7417,14.696,27.4412,27.0543,25.6091,20.74,19.5688,5.6659,12.2721,11.7252,13.5579,36.17,21.299,23.7256,6.5546,27.5073,17.1471,21.9897,13.6948,8.0193,13.7282,5.0084,3.4298,3.4781,8.6491,12.8848,10.2915,10.3334,17.1539,37.2375,31.2287,13.1969,12.354,14.2925,14.1466,20.9843,19.7856,7.2592,8.5937,8.352,14.5033,11.5261,51.8273,45.7943,19.0,6.8922,106.1808,17.9937,27.6154,6.1105,36.3519,20.5354,11.6763,60.308,16.0064,19.3595,8.8246,13.0882,19.3096,18.1378,31.5039,11.9574,20.7436,36.9185,10.351,22.0839,15.0893,4.0742,8.3458,8.7373,39.4437,22.26,10.6049,20.2499,22.744,30.5877,22.209,32.6218,55.723,19.086,20.3267,14.5532,42.9166,4.7741,43.48,7.7699,31.3219,11.6299,21.5151,25.1559,14.3594,22.0577,3.833,25.92,14.827,8.908,8.3499,7.0613,8.445,17.35,26.6614,14.0443,18.3743,12.9826,15.573,4.1736,7.6482,2.4366,14.9684,39.1212,14.4204,12.1387,18.6305,14.0296,9.7914,20.1674,24.1978,99.66,36.2172,13.4447,12.312,23.1058,17.2916,22.4321,14.7262,22.2462,20.0719,27.9643,24.2692,8.76,10.4396,16.3307,49.7929,23.7575,15.6314,17.166,23.8972,32.9859,23.3668,49.7778,11.1547,3.3956,18.9136,36.8622,24.0327,17.4151,26.5437,39.3137,28.4758,15.0789,5.3953,11.8596,17.0667,15.0017,58.6696,17.0216,14.8845,2.0049,6.2411,16.4035,23.0065,14.2008,12.6985,22.9584,13.9375,13.0127,32.4531,18.4267,23.0061,28.6848,27.6478,27.1351,35.493,33.5161,14.0519,35.0352,9.959,30.2609,33.1127,16.3933,14.3901,11.8374,20.6801,49.07,18.5643,8.5578,158.01,16.8006,11.005,16.9837,33.5135,22.5316,24.2462,20.7088,3.7058,2.3714,32.9557,37.5833,35.7399,5.5412,22.988,25.0421,21.049,23.5985,6.6868,19.4785,10.01,57.996
2009-05-22,887.0,19.2811,8.2373,15.3312,34.5823,21.3178,2.7279,36.2214,38.1235,17.0669,9.7393,14.219,12.4415,17.7114,28.571,18.3431,29.698,12.6416,14.4357,36.953,7.9224,5.3971,31.6064,35.7381,7.1409,15.0998,27.0751,26.8978,26.3925,20.83,19.3474,5.5532,12.2782,11.4338,14.2447,35.97,22.1108,23.9947,6.8432,29.0091,16.761,22.2955,16.6013,7.6325,14.0972,5.3545,3.3961,2.8972,9.0311,13.7998,10.2657,10.7069,16.9992,39.8592,30.393,12.9581,12.3402,14.3199,14.7894,22.888,17.6732,7.4877,8.5236,8.3208,14.3924,11.7039,50.2724,45.6733,20.7,6.745,107.9962,18.9326,28.2137,6.1606,36.1446,18.8952,11.5677,58.7637,16.9281,19.2872,8.9838,13.1297,18.7094,18.0978,34.7547,12.0656,20.7519,36.0525,10.1945,22.1938,14.8329,4.448,8.1119,9.0649,39.1409,22.41,10.6246,19.8838,21.8062,30.9757,21.1758,35.2097,56.7629,19.0359,20.0169,14.3358,43.467,4.6329,43.19,8.3168,31.3144,11.5831,20.7379,25.2491,15.1067,22.1686,3.4761,26.48,14.9184,8.7559,8.5529,7.1257,8.666,18.8305,26.3127,14.0941,18.6413,13.3617,15.1304,4.4394,7.6652,2.3977,14.5852,38.9582,15.1287,11.8824,18.5932,14.1278,10.0453,20.4173,24.6256,101.25,36.1179,13.0815,12.9195,22.7768,17.5874,21.4455,14.6041,23.295,19.5135,28.316,23.2982,8.8,10.9977,16.2696,48.5618,24.529,15.506,16.0826,22.9957,33.8053,23.3155,50.3431,12.0611,3.2534,18.6813,35.3072,24.8164,18.8269,25.6987,38.8639,27.4388,15.0592,5.3205,10.0157,17.3315,15.2164,58.9706,16.7044,15.1845,2.2526,6.069,15.8711,22.739,14.9089,12.4887,23.4593,13.7189,13.1425,31.8289,18.8663,22.4825,28.2661,28.0081,27.3825,37.8964,32.8298,13.9694,35.8356,10.6092,30.6346,33.0567,16.4058,14.5497,11.4009,21.5356,50.39,19.6224,8.5956,155.65,16.9602,11.3216,18.1756,33.5135,22.7516,23.899,20.8122,3.7082,2.4134,34.4907,36.4955,35.1929,5.8385,22.8387,24.968,21.3769,23.2528,6.8647,18.8113,10.18,58.16
2009-05-29,919.1400146484376,19.7603,8.3639,16.1039,37.1097,22.8961,2.5221,36.4518,39.6473,18.4456,10.1728,14.8918,13.4321,18.8577,30.2687,18.7658,30.1276,13.9549,14.9908,40.8661,7.9556,5.9448,34.2458,36.202,7.3313,15.9134,27.8336,27.4015,28.9074,22.27,19.9349,5.7054,12.2169,11.5041,15.0472,36.05,22.7837,23.945,7.118,29.4043,17.5814,23.0317,17.3219,7.9903,15.6006,6.125,3.5309,3.0048,9.1046,14.0438,10.3751,11.3021,18.2527,42.8872,30.7,13.2253,12.7539,15.1413,14.9996,23.1522,19.705,7.7509,8.7455,8.7809,15.0119,12.7289,51.239,47.912,21.46,6.9535,114.5069,18.6975,29.3643,7.1397,40.4225,21.0189,11.4328,61.1772,16.8674,19.4372,9.5548,13.4145,20.4818,18.2409,36.1068,12.9927,21.3312,36.7148,10.3209,22.3424,15.6891,4.6293,7.6265,9.2286,39.4437,22.555,10.723,19.9426,22.0056,31.5072,21.1166,35.37,58.4095,19.7155,18.9819,14.7033,45.1394,4.6396,43.32,8.3873,32.4878,12.31,22.4398,26.6761,15.7008,23.4259,3.3109,28.18,14.8727,9.25,8.733,7.4144,9.2449,19.073,27.4026,14.6174,19.0393,12.7804,16.0085,4.9808,7.8353,2.4481,14.3705,40.5339,15.4058,12.5465,18.9583,14.4829,10.4064,20.8652,25.4526,110.11,36.3751,13.2858,13.5481,22.6018,17.8253,21.6901,16.3189,25.1324,20.1444,28.5973,24.0791,9.4,11.9714,16.7096,50.4947,26.085,15.9047,16.2937,24.5769,34.1199,23.1033,51.7029,12.4179,3.5564,19.2301,36.9276,27.3877,18.5883,26.301,39.9563,28.2504,14.851,5.1521,10.7801,17.5963,15.6042,61.5114,17.4461,15.6281,2.3925,6.1052,16.1598,22.6052,14.6319,12.9756,24.6926,13.7845,13.4183,31.9953,19.2263,22.63,31.2657,27.0181,29.1565,39.1645,32.6214,14.8971,36.1921,10.592,33.4503,33.9532,15.9477,15.3935,11.5755,22.6075,51.79,19.9189,8.9402,152.15,17.7521,10.8468,20.4655,34.3856,23.4046,25.6284,21.6193,4.1112,2.7427,33.7817,40.4609,38.7157,6.0924,22.7867,25.2113,22.0952,22.8359,6.9676,19.9769,10.59,59.44
2009-06-05,940.0900268554688,19.9386,7.9895,17.0246,38.1397,23.3869,2.625,36.8681,39.5699,18.3571,10.3023,15.1518,14.9873,19.7941,31.5256,19.3782,30.7741,13.3263,15.6152,41.0398,8.0165,6.1046,34.8503,36.8907,7.389,15.2572,28.9961,29.5794,31.2905,22.18,19.7476,5.6321,12.223,12.5089,14.5225,37.75,24.0052,24.2385,7.3585,27.3492,17.0437,24.8098,17.3361,7.9161,15.2587,6.2425,3.8409,2.8685,9.7168,14.586,10.6645,12.7964,19.9309,44.9352,30.9814,13.6915,13.6984,15.5082,14.7085,25.8722,19.4389,7.9078,9.5892,8.5626,15.4742,12.8858,51.4827,49.3642,22.17,7.2233,118.0236,19.1651,30.607,7.3684,41.1009,21.6541,11.5527,64.4057,17.0836,20.1158,9.6378,14.3103,19.7796,18.7288,33.2007,12.1807,19.8185,39.1839,10.5134,22.4717,16.6279,4.837,7.6265,9.7204,43.3165,23.385,11.1834,21.4073,22.2936,31.5493,23.1631,34.7285,58.6694,20.4741,18.607,14.9621,47.5434,4.7943,46.69,7.4524,34.7299,12.6968,23.8958,29.186,15.7902,23.7587,3.5956,29.98,15.2658,9.0891,8.7904,7.4188,10.2668,19.3433,28.48,15.0492,19.7145,14.3914,16.156,5.217,7.8353,2.5053,15.8802,40.4718,15.2891,14.3748,19.0478,14.7873,11.0294,21.4941,25.8121,116.32,36.8829,13.2812,13.7436,25.9196,18.5005,22.0978,16.3125,24.0442,20.4635,30.7706,26.123,9.54,12.2847,16.9113,54.1926,27.0494,18.0546,17.0042,24.2907,36.2733,22.1781,51.68,11.7253,3.9337,19.4103,38.3225,27.4082,18.097,26.5257,39.7153,27.9167,15.2589,5.2793,11.4026,17.9273,15.5765,62.067,15.0305,15.602,2.4843,6.2411,16.7147,22.8728,15.4246,13.266,25.2768,14.4184,13.6779,33.6933,20.2808,24.761,28.8427,27.8362,30.3633,40.0787,36.8901,14.9452,37.1599,10.5602,32.2133,34.9617,16.2531,15.1028,12.5129,22.6173,52.12,18.9811,9.3382,159.57,17.8806,11.2703,21.4919,34.7135,25.1613,23.9962,22.413,4.3794,2.931,34.5882,39.0151,40.2892,6.3009,24.3058,24.9608,22.0639,24.1282,7.0546,20.0573,11.45,58.399
2009-06-12,946.2100219726562,20.6631,8.1271,17.1397,39.8564,22.4279,2.6767,38.1831,40.6099,19.2982,10.5546,15.8303,15.2686,19.3824,31.9769,18.9717,30.962,14.4031,16.1044,43.1896,8.7528,6.2719,35.0641,36.5355,7.7323,15.2631,28.8838,30.015,31.2708,22.86,16.3839,6.0098,12.1494,12.6732,15.541,36.04,23.5152,24.6648,6.8225,27.4282,17.5677,24.5945,18.0244,8.0612,14.8741,5.9944,4.043,3.1984,9.5307,13.9218,9.9892,12.4102,20.1383,42.5924,31.5443,14.1048,13.7259,16.3022,14.7773,25.3368,19.3018,7.8894,9.4486,8.7575,15.5592,12.7656,52.4157,47.0131,22.24,7.5422,115.3544,19.3819,30.3401,7.64,41.7699,19.8053,11.976,65.042,17.1178,20.3442,9.5063,14.1442,19.1398,18.8155,31.6236,12.5732,20.7548,39.2224,10.9768,22.1615,17.5216,4.7958,7.6439,11.2449,43.1972,23.565,10.9984,21.3153,22.4117,32.7556,23.0776,34.2839,58.5395,20.2782,18.6966,15.8108,47.3762,5.3995,48.34,7.0379,33.4594,12.8216,24.309,29.566,15.7463,23.185,4.0526,30.15,15.8325,9.4703,8.3193,7.5444,11.0643,19.8978,28.6052,15.016,20.3946,14.5683,16.5002,5.3844,8.1416,2.645,16.2469,40.2777,14.8089,13.9839,18.0119,15.5482,11.2488,21.5889,26.7614,115.31,36.9686,13.5855,14.5188,26.6546,18.7127,19.7412,16.1134,23.9969,21.0436,30.5913,25.6205,9.37,11.9307,16.8502,51.8148,27.9101,18.2924,17.1472,24.0546,35.4604,23.1627,52.4707,11.477,3.7791,20.2595,38.2641,27.7258,17.9525,26.6965,41.8946,26.5191,15.4979,5.3691,11.6469,19.5521,15.7289,62.6284,15.1086,15.615,2.6403,5.9914,16.8497,21.5352,15.2784,13.8221,25.6785,15.0377,13.7631,33.9597,19.9972,24.6578,28.3759,27.7606,30.7314,39.0678,35.655,15.5839,36.2649,10.3773,32.4927,37.7071,17.1131,14.755,12.3107,21.5651,51.38,20.1514,9.281,155.5,18.6456,9.7954,21.9995,36.9757,25.3316,24.399,22.0669,4.1463,3.1538,34.1785,38.9302,41.2595,6.3443,25.0264,25.333,22.9071,23.6279,7.0387,20.2261,11.665,59.466
2009-06-19,921.22998046875,20.5015,8.2593,16.9835,39.4558,21.348,2.9282,39.6312,38.8393,17.1987,10.3605,16.0395,14.7422,17.8809,31.9422,18.6845,29.7524,14.0794,15.7719,39.664,7.6124,6.0399,35.3591,37.9418,7.6372,15.1636,28.6328,32.3087,30.731,20.53,15.8304,6.0606,12.6217,12.8712,15.0858,37.49,21.789,24.9637,6.2317,25.0569,16.6782,22.7886,17.4141,7.7485,14.342,5.0019,3.7465,2.9686,9.1878,13.1273,9.7576,11.815,19.264,41.6601,32.0901,13.9084,13.0434,15.9024,14.8056,23.0166,18.0038,6.6683,9.2091,8.5626,15.4143,11.9541,56.1141,44.567,20.54,7.3889,113.3663,19.1244,29.889,6.9682,39.8288,23.9295,12.0622,62.7837,16.2416,20.5073,9.2987,13.7022,19.6494,18.4686,31.009,12.1468,21.5342,38.1744,10.8986,21.7866,18.0773,4.4326,7.6092,10.8351,42.3621,24.065,11.329,21.3547,23.4603,32.0106,21.5575,33.6132,52.8679,18.8266,18.2809,15.8419,45.2509,4.9355,49.07,6.8704,29.9393,12.5502,22.4595,27.5797,15.7205,22.184,4.0194,29.33,16.445,9.4142,8.2197,7.0313,10.3259,18.9067,27.578,14.8831,19.4374,13.7091,16.5002,5.2466,7.9885,2.6038,15.0543,41.7215,13.8253,13.2064,19.8228,15.6099,10.8311,20.2708,24.9275,112.56,36.9884,13.4674,15.1263,24.8277,18.3719,20.736,16.1455,23.3818,21.4642,29.7982,22.85,9.42,11.9496,16.3246,50.9906,27.3411,16.9822,16.6998,24.2979,35.6322,22.1611,53.0849,10.8788,3.5379,20.0031,36.8334,27.106,17.389,26.9841,41.1611,28.4848,15.0704,5.1895,10.5121,19.0466,16.4769,61.2856,15.4551,15.4454,2.5646,6.0186,17.6296,20.4651,14.4548,13.7284,25.0395,15.0668,12.753,33.5601,19.4971,22.5931,27.5797,27.2106,28.5531,38.9406,32.8067,14.8333,35.0497,9.9797,31.1227,34.2333,17.0508,14.4357,11.8282,20.3752,51.67,20.3758,9.4161,155.73,18.2715,9.3415,19.1495,36.7659,25.0442,24.3088,21.5967,4.2223,2.9845,32.9362,38.2953,38.0864,6.369,22.3193,24.8892,22.5011,21.7104,6.8331,19.8081,11.4475,56.1
2009-06-26,918.9000244140624,20.6408,8.3639,17.4603,39.9708,21.6123,2.8121,39.6845,38.8093,16.8126,10.5417,16.1751,14.479,17.6715,32.0741,18.0072,30.7389,14.1105,16.1044,39.0405,7.7286,6.0513,35.6318,38.2753,7.6168,15.8015,27.9855,32.928,29.9541,20.09,16.2988,6.2354,12.8547,12.6229,14.97,37.6,21.416,25.5949,6.4653,23.9503,16.4576,22.0663,17.5844,7.9999,14.3536,5.2826,3.4366,2.8392,9.4719,12.8122,9.6804,11.6567,19.7456,42.9373,31.5528,14.1742,13.0365,16.346,14.6924,24.9156,17.6893,6.9615,9.4244,8.508,15.3256,11.89,56.341,47.9972,19.75,7.3459,116.2256,19.1515,29.8154,7.7686,38.9808,23.3891,12.1933,64.2504,16.5261,19.4438,9.1879,13.3642,18.2394,18.6363,31.4681,12.228,21.8946,38.1036,11.1046,22.8013,17.5366,4.3802,7.5919,10.4499,40.5725,24.78,11.329,20.8752,23.1575,32.7048,21.7747,33.8319,51.3386,18.4274,18.6803,16.5095,45.4251,4.68,50.98,8.0963,31.434,12.6937,22.3611,28.1031,15.5015,21.5684,3.4433,28.0,15.5491,9.3548,8.5721,7.0868,10.4145,18.4978,27.6114,14.7918,19.8455,13.488,16.8092,5.0202,8.1671,2.6244,14.9255,42.8858,13.7943,13.2568,18.8913,15.9136,11.5886,20.1847,24.4959,114.92,37.3247,14.0713,14.9797,26.4306,18.9892,20.1979,15.7152,25.1324,21.2901,28.9485,23.468,10.35,10.7146,15.5667,51.0417,27.0759,16.709,16.7637,25.0205,36.1544,22.1272,54.459,11.1307,3.4699,20.3075,37.8554,26.5938,17.454,27.8489,40.9254,28.593,15.2195,5.3205,9.3774,19.0165,16.4249,61.1641,15.1086,14.9889,2.654,5.9461,17.817,19.5288,14.7935,13.8221,24.8021,14.8045,13.3128,34.0013,20.004,23.5444,27.0443,27.2037,28.6074,38.1574,32.9919,14.6887,35.3845,10.2183,32.6855,37.0907,17.2253,14.1507,12.2326,20.5522,50.07,21.4419,8.8408,149.85,18.6456,8.9784,19.0066,36.6609,25.4665,23.9268,21.5771,4.3119,3.1261,33.6582,37.3854,38.8906,6.4702,21.7999,25.7625,22.5011,21.6854,6.8608,19.1007,11.5,56.02
2009-07-02,896.4199829101562,20.7076,7.984,17.2959,37.577,20.3739,2.5799,38.3697,38.113,15.5416,10.82,16.0225,14.1082,16.3508,31.0256,18.69,31.2732,12.903,15.9684,36.991,8.2158,5.9715,34.4741,37.3111,7.7527,15.8073,28.4677,32.6898,28.0036,19.44,15.3706,6.2072,12.2732,12.7202,14.6305,37.43,20.3554,25.9326,6.3072,22.8437,15.9819,21.2397,17.5277,7.9258,13.5504,4.9823,3.3085,2.7314,9.1095,12.4697,9.3267,11.3556,18.9121,40.8793,31.7404,14.0471,12.7539,16.4281,14.3447,24.5586,16.7863,6.8091,10.2902,8.6795,15.0452,11.228,56.0636,46.8538,18.11,7.4011,113.8336,18.5823,29.3736,8.176,37.8313,22.422,12.5643,63.2416,16.0709,18.7652,8.9768,13.2073,18.7264,18.6132,29.8095,11.5902,22.1586,38.7145,11.1351,21.9805,17.5516,4.3316,7.4185,10.3597,41.114,25.055,11.1873,20.5074,23.0025,32.4424,20.9192,32.5416,50.3337,18.3331,18.0935,16.0955,43.9548,4.6329,49.09,8.0786,29.0941,12.6594,21.4265,26.5901,15.7495,21.2513,3.3374,27.64,15.4394,9.1567,8.1546,7.0979,9.9183,18.4562,26.9683,13.9363,19.0494,13.1469,16.7991,4.9217,7.7503,2.7068,14.2383,42.9459,14.5688,13.0845,18.8838,15.5524,10.7957,19.685,23.4171,110.07,36.9092,13.7217,14.9168,25.626,18.9663,19.5455,15.4069,24.3912,20.0357,27.8508,21.6006,9.8,10.7673,15.1756,52.4202,25.5433,16.3954,16.2099,24.305,37.2978,21.6604,53.3152,10.2806,3.6801,19.6386,37.0816,24.673,17.3746,26.8675,40.4542,27.9708,14.9101,5.197,8.7155,18.6458,15.8743,58.878,14.674,14.3908,2.5003,5.9008,17.2096,12.3459,14.3932,13.8659,23.798,14.3309,13.1992,32.3283,18.9936,23.3674,25.2734,25.7462,27.5097,38.4787,31.9035,14.3237,34.8169,10.0911,35.3356,34.6815,18.2318,14.5668,12.228,21.0439,45.0,20.6243,8.6819,150.91,18.5395,8.5095,18.6193,36.7003,25.5623,22.6545,21.5902,4.2386,2.8688,33.1378,37.2161,37.5968,6.2163,20.8976,26.0775,22.5011,21.6854,6.4614,18.1063,11.2725,57.76
2009-07-10,879.1300048828125,20.4123,7.8188,16.8438,36.6042,19.5886,2.4961,38.4052,37.4648,15.2278,10.3799,16.1299,13.3384,15.8566,30.1645,18.9555,30.504,12.935,15.5501,36.1956,8.1328,5.9296,32.1955,41.9071,7.7255,15.4796,28.8112,32.7034,27.3336,18.49,15.3791,6.1564,12.0615,12.4987,14.8234,39.38,19.88,26.1541,5.7892,20.4724,15.7681,20.8577,16.9954,7.6867,13.1331,4.8582,3.2344,2.8033,9.1535,12.2197,9.2109,10.6744,18.6602,40.313,31.2799,13.4981,12.6436,16.1215,14.3285,22.9452,16.6331,6.456,10.0111,8.5782,14.6481,10.283,55.6938,47.5381,17.79,7.2785,112.3683,18.2095,28.7292,7.9902,35.127,22.7349,12.2473,60.9366,15.9078,18.8174,9.0945,13.002,18.4659,17.9193,28.0547,11.2577,22.1041,38.4444,11.0375,21.5346,16.8156,3.9609,7.0545,9.7368,39.3368,24.625,10.9669,20.087,22.8179,31.5873,20.3993,32.7822,47.1005,17.5855,17.6126,15.8885,44.4178,4.4039,48.94,7.3378,26.5662,12.6937,19.7049,26.2817,15.5595,20.9716,3.3904,27.58,15.2932,8.9604,8.2963,6.9846,9.3158,18.477,26.4421,13.6789,19.659,12.5593,16.9832,5.0005,7.2313,2.6473,13.5248,42.0983,14.8089,12.3993,18.392,15.1976,10.4489,19.3059,24.2155,106.61,37.5423,13.2038,14.2813,25.2449,18.7005,20.1163,14.8931,24.2729,19.7673,27.6172,20.7314,9.63,10.8116,14.8211,52.9235,24.2565,15.9451,15.9898,23.6145,36.161,21.5246,51.9948,10.0218,3.5379,19.3623,37.1254,23.6844,16.6738,25.3908,38.9335,27.3757,14.6879,4.9854,8.6682,18.2872,15.7254,58.3571,14.3943,14.1798,2.3788,5.9733,16.6622,7.8516,14.5087,13.3597,23.5059,13.7331,12.2785,31.188,18.6175,22.9618,24.5991,25.9869,26.6011,38.1909,31.4018,13.9863,34.6132,9.8604,34.1552,33.8971,18.3334,14.8576,12.1361,20.6211,44.75,20.3357,8.6898,153.92,18.1207,7.9573,17.5364,36.9167,25.2784,22.4945,21.3355,4.1932,2.766,33.9639,38.3094,35.4902,6.5817,21.367,26.2564,22.3606,21.9355,6.4456,18.8111,11.1475,54.9
2009-07-17,940.3800048828124,20.8358,8.2373,17.9145,38.9885,21.1366,2.5348,40.5552,39.6495,17.1987,12.1595,16.8479,14.6241,16.1888,32.9143,18.3147,31.9837,13.1293,16.432,40.1369,8.9964,6.2415,35.477,42.6175,8.735,16.1994,35.72,33.4997,29.5892,19.64,16.9119,6.3087,12.4538,13.4183,16.6059,40.73,21.5184,26.1208,6.7113,23.8713,17.2367,22.5247,18.1734,7.8638,14.7124,5.2435,3.6657,2.9111,9.2613,13.7506,9.5518,11.1756,21.0534,44.2933,32.1668,13.9662,14.1396,16.68,15.3473,26.0007,21.3659,7.0723,10.3188,9.8805,15.162,10.6941,56.2906,52.3803,18.77,7.536,124.2254,19.0363,30.5242,8.5262,37.6805,23.5787,12.3605,65.6241,18.7981,19.4568,9.8662,13.9437,19.2363,18.5669,30.4611,12.1873,22.6907,40.457,11.4646,21.6703,18.2426,4.369,7.9212,10.5646,41.8563,24.05,11.7185,21.4927,24.1766,32.3493,22.3537,34.6119,50.9017,19.0879,18.4276,16.2921,47.5399,4.7204,50.28,8.5902,28.8759,12.8247,21.1117,29.6808,16.2069,21.9539,3.3838,31.02,16.061,9.3762,8.2963,7.3289,10.5268,19.8423,25.9326,14.1855,20.4803,13.7028,18.5477,5.66,8.4224,2.8122,14.8495,43.4513,15.901,13.4291,19.629,15.6355,11.7727,21.1151,26.2436,116.08,39.059,13.6513,16.0691,27.3481,19.4073,20.4588,16.2996,25.4084,21.3119,28.6227,23.3648,10.04,11.0518,15.4995,56.1546,26.9531,17.053,17.5164,24.9608,37.4499,21.8216,53.3459,11.0187,3.7977,20.5959,38.3955,25.5899,17.5118,26.1832,40.0848,26.1314,15.8973,5.32,9.1095,18.8585,15.5334,66.8013,15.209,15.1027,2.7687,6.3631,17.9333,9.0421,15.7877,13.8034,25.003,14.3738,13.471,32.7694,19.5418,25.8228,25.9344,27.1968,29.0953,38.7197,34.3273,15.2534,35.2826,10.0513,36.2034,35.2978,18.4716,16.9158,13.3355,20.5817,46.07,23.4378,9.5337,156.98,18.3552,8.9709,20.8678,38.0904,26.0911,25.6594,22.6808,4.5937,3.2703,36.3703,40.7219,36.8713,7.2671,23.5904,27.323,23.0008,24.2032,7.3353,22.7079,11.9775,59.02
2009-07-24,979.260009765625,21.7386,9.0742,18.4007,42.3361,21.3329,2.3671,41.4969,41.8463,18.888,12.5284,17.4924,16.2362,17.2097,32.8796,18.4727,34.0682,13.1795,17.4851,41.09,10.3639,6.6066,36.0079,44.1615,9.187,18.1366,36.1692,34.4322,29.7418,21.13,17.2355,6.692,13.3256,14.0023,17.7402,41.07,24.3709,26.5305,7.6612,21.579,16.1818,23.6082,19.4224,8.3459,16.3969,5.6157,4.2452,2.6523,9.6335,16.4596,10.0728,12.2489,21.4831,49.0712,31.4846,14.8849,15.084,17.7369,15.6142,29.7202,24.2442,8.0209,10.8813,10.286,15.7321,11.3348,57.6522,56.2869,22.3,7.8917,130.4667,19.9173,31.7301,9.3338,39.8383,24.8396,12.4473,69.1319,19.9359,19.8483,10.1673,14.6922,19.1279,19.5788,30.9202,13.4156,22.9002,44.6364,12.0503,22.4135,17.6117,4.7134,8.4498,10.2532,43.3735,24.88,12.053,22.4188,25.4466,33.9494,24.216,35.8147,52.562,20.7209,19.9273,16.8873,51.4618,5.7173,51.86,9.838,31.8704,13.5079,23.0793,32.1548,15.8977,22.9611,3.4831,32.63,16.6851,9.9092,8.1814,7.7066,11.4365,21.0621,27.9872,13.7868,21.5736,17.3607,18.753,6.1719,9.4688,3.0458,16.9142,43.4979,16.7142,14.5388,21.2387,16.6295,12.0346,22.8983,28.1495,123.39,40.5626,14.5325,16.8233,28.8937,19.7963,22.2772,17.0125,26.4021,19.3903,30.6055,28.8708,10.57,10.9949,16.0129,58.8679,29.391,17.7663,17.9779,25.2344,37.2846,21.7283,55.0731,12.5473,4.1935,21.8056,39.3956,27.4901,19.0723,27.5158,43.3511,28.4307,15.9733,5.4516,8.8258,20.0132,15.722,68.0861,16.058,15.1884,2.9729,6.7528,18.1582,8.3332,17.0093,14.372,26.783,14.4474,14.4486,32.9276,19.9498,29.318,23.5185,29.3624,32.4616,37.5415,36.9982,15.3704,35.61,9.4151,38.2517,36.8666,18.5564,17.9876,13.9512,20.8079,48.98,24.3676,10.3744,157.24,19.3157,11.3611,22.4921,39.4471,26.8115,26.3758,22.9224,4.843,3.5165,36.6095,40.7007,41.5217,7.4075,23.8317,29.3273,24.0314,21.6187,8.399,23.9068,12.32,62.5472
